mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_101869,CCC(C)COCC#N,5.2388,0.56301,0.53371,4.5619,84.76,-0.2813,0.011,0.2923,2087.1706,0.191593,-404.35777,-404.346677,-404.345733,-404.395325,38.341,-2057.2110728931,-2069.8026684871,-2082.25056452,-1911.1577256341
gdb_83606,CN1C2COC2(C)C1=O,2.37994,1.69348,1.25263,4.225,73.7,-0.2343,0.0178,0.2521,1066.385,0.146623,-439.085258,-439.076424,-439.07548,-439.118711,32.016,-1750.2167273501,-1760.67102729,-1770.746939303,-1628.075238045
gdb_49745,O=CC1N=C2OC3C1C23,3.70238,1.45255,1.34595,3.4171,67.16,-0.2306,-0.0772,0.1534,938.6701,0.098529,-436.54388,-436.536908,-436.535964,-436.575767,26.573,-1411.182399776,-1419.250910498,-1426.954838491,-1314.800154921
gdb_66502,CC12C3C1C1=NC3C2O1,2.64808,1.96038,1.64288,3.3684,72.56,-0.2381,-0.0177,0.2203,881.5749,0.123125,-400.649498,-400.642054,-400.64111,-400.680898,29.286,-1613.791878187,-1623.341937658,-1632.231857661,-1503.9890983491
gdb_597,C1CN1CCO,8.50794,2.06188,2.01331,2.7069,54.01,-0.2447,0.0883,0.333,666.2034,0.131706,-287.651399,-287.644917,-287.643972,-287.681656,23.25,-1326.1863057261,-1335.449593584,-1343.7477726,-1229.676676544
gdb_40087,C1OC11CC2CCC=C12,3.89231,1.24668,1.05176,1.9931,83.38,-0.2329,-0.0002,0.2327,1171.2187,0.160139,-385.848393,-385.840855,-385.83991,-385.880394,30.007,-1886.861832172,-1899.019191538,-1909.687472047,-1757.6878495041
gdb_85725,CC1CC(C#C)C1C=O,2.16151,1.3815,0.95056,2.9278,82.21,-0.2436,-0.0238,0.2198,1267.2252,0.15672,-385.856231,-385.846714,-385.845769,-385.891054,34.9,-1891.780247714,-1902.6957667691,-1913.364047278,-1764.3770954441
gdb_23586,ON=C1C2OC3CC2C13,4.49876,1.26725,1.20586,1.8193,73.02,-0.2408,0.0038,0.2445,1038.7948,0.125447,-437.78348,-437.776716,-437.775771,-437.814613,27.364,-1561.190936262,-1571.1670743441,-1580.056366838,-1450.964587849
gdb_86726,CC1OC(C=O)C=C1C,2.57727,1.33516,1.1133,3.2908,79.1,-0.2284,-0.0263,0.2021,1181.7816,0.156792,-423.047468,-423.038128,-423.037184,-423.081861,33.782,-1875.107333584,-1886.1332942231,-1896.802202241,-1747.1783287721
gdb_112455,OCC1OC(=O)CC1O,2.3994,1.36094,0.98248,4.3041,64.62,-0.2675,0.0083,0.2758,1190.3123,0.13553,-496.136757,-496.128067,-496.127123,-496.170462,31.968,-1658.1278990731,-1667.783380056,-1677.266296064,-1542.626082497
gdb_74129,CC1=CC(=O)[CH-]C(=[NH2+])N1,1.89002,1.81194,0.93208,7.1271,80.68,-0.2037,-0.002,0.2017,1217.4899,0.137546,-418.077371,-418.068875,-418.067931,-418.110176,32.503,-1733.3392452861,-1743.117090524,-1752.600006532,-1617.424527788
gdb_7478,CC1(CC=O)CCO1,4.09504,1.29805,1.21068,3.5282,68.13,-0.2425,-0.0212,0.2213,1053.7256,0.151418,-384.936607,-384.927917,-384.926973,-384.970699,30.71,-1709.389109283,-1719.933770519,-1730.010310041,-1590.3983426671
gdb_66016,OC1(COC1=O)C1CO1,2.65921,1.3675,1.28947,3.7139,60.87,-0.2752,-0.0159,0.2593,1034.858,0.110857,-494.883883,-494.875485,-494.874541,-494.917428,29.843,-1499.7898081211,-1507.851416244,-1516.148340242,-1397.5585518771
gdb_49465,O=CC1C2OC(=O)OC12,3.21412,1.29141,1.16402,4.459,58.88,-0.268,-0.046,0.2219,1034.2819,0.088688,-493.72592,-493.71879,-493.717846,-493.75831,25.718,-1401.0092238681,-1408.089407915,-1415.200339903,-1311.424156501
gdb_36643,N#CCCC1C2CC1O2,5.74764,0.71151,0.69905,2.3334,76.76,-0.2494,0.0304,0.2798,1584.3286,0.147769,-401.888877,-401.880664,-401.87972,-401.922831,30.377,-1763.661735184,-1774.5063457221,-1784.582257735,-1642.09065156
gdb_102084,CC1(CC1)C(CO)C=O,2.0293,1.25649,1.00395,3.8526,78.93,-0.2385,-0.0179,0.2206,1306.039,0.179599,-424.215752,-424.205389,-424.204444,-424.251591,37.415,-1980.3644382261,-1992.5255626461,-2004.3798351651,-1839.9718496561
gdb_13584,CC1CN1C(=N)C=O,4.22926,1.39443,1.1608,3.3842,68.65,-0.247,-0.0728,0.1742,1029.6828,0.129371,-379.903512,-379.89533,-379.894386,-379.936362,29.179,-1528.089209003,-1537.174911814,-1546.065459326,-1421.329847815
gdb_36074,C#CCC12C3CC1CN23,3.69224,1.23646,1.14543,1.7682,80.35,-0.236,0.051,0.287,1124.0869,0.147697,-364.710329,-364.702507,-364.701562,-364.743025,30.517,-1788.2971110151,-1799.3877050811,-1809.462989585,-1666.1926447411
gdb_48013,N=C1OCC1C#CC=O,4.13139,0.73141,0.65911,2.8122,75.63,-0.2733,-0.0702,0.2031,1609.6813,0.099534,-436.651273,-436.64262,-436.641675,-436.686708,29.173,-1478.572473813,-1485.586141906,-1493.28944239,-1384.4166308901
gdb_2176,CC1COCC1C,3.40886,2.71166,1.73957,1.5735,66.26,-0.2442,0.0755,0.3197,785.7238,0.172695,-310.929561,-310.922046,-310.921102,-310.961572,27.987,-1745.148964666,-1757.3195017211,-1767.989664757,-1620.864532126
gdb_97279,CN=CN(C=O)C(=N)N,2.65199,1.13437,0.80297,1.4078,77.11,-0.2424,-0.0294,0.2129,1392.5859,0.135412,-451.361055,-451.351531,-451.350587,-451.396149,33.866,-1613.80254584,-1622.934056808,-1632.416972816,-1498.707982605
gdb_84686,CC1C=CC2OCC12C,2.17796,1.785,1.37847,2.0194,82.26,-0.2394,0.0112,0.2507,1064.0387,0.182993,-387.088498,-387.080012,-387.079068,-387.121173,33.291,-2037.1872607031,-2050.5268470251,-2062.381747053,-1895.0652573291
gdb_58487,CC(O)C1(C)CC1C#N,2.20434,1.32301,1.08479,4.152,80.18,-0.2729,0.0332,0.3062,1225.0653,0.168779,-403.158395,-403.148261,-403.147317,-403.19313,37.276,-1932.4440859321,-1943.860357169,-1955.122261192,-1797.992125065
gdb_1972,CC1CC(CO)C1,6.72748,1.36017,1.25615,1.2181,68.05,-0.2607,0.0784,0.3391,1002.5383,0.171293,-310.90878,-310.900748,-310.899803,-310.941019,29.493,-1732.108700137,-1743.9548150391,-1754.624350566,-1607.967339649
gdb_107267,CCC12OC1C1CC2C1,2.88636,1.55781,1.29108,1.8457,80.7,-0.2448,0.0837,0.3285,1076.8503,0.184084,-387.052597,-387.044897,-387.043953,-387.084651,31.485,-2014.659060094,-2028.49186849,-2040.346768518,-1872.147373631
gdb_29990,OC1C=CC2=C1C=CN2,3.26322,1.58212,1.1141,3.273,78.81,-0.1829,-0.0151,0.1677,1040.5257,0.127073,-400.777203,-400.77002,-400.769076,-400.808612,28.7,-1693.9279150321,-1703.6417543521,-1712.531674355,-1584.130782775
gdb_26760,Cc1cc([nH]c1C)C#N,3.53214,1.0831,0.83755,5.1305,87.29,-0.2172,-0.0178,0.1994,1341.6623,0.136336,-380.943925,-380.934714,-380.93377,-380.978746,32.604,-1786.276532035,-1795.6063358471,-1805.089251855,-1671.8828963531
gdb_10300,CCC(C#C)C(C)C,2.40266,1.58732,1.02234,0.5918,84.23,-0.2582,0.0556,0.3138,1227.0783,0.197438,-313.050924,-313.04067,-313.039725,-313.0857,37.81,-2053.790521334,-2066.909224488,-2079.357120521,-1908.999094674
gdb_104117,CCC1(C)CNC(=O)C1,3.43953,1.01392,0.97363,3.9048,81.93,-0.2354,0.0386,0.274,1337.8531,0.194678,-404.40952,-404.400029,-404.399085,-404.443554,36.256,-2089.684663643,-2103.2815286551,-2115.729424688,-1941.4218571951
gdb_21655,c1(c([nH]nc1N)N)N,3.35279,2.03548,1.28084,2.5887,64.3,-0.1885,0.0523,0.2408,903.2074,0.12175,-392.168554,-392.160408,-392.159464,-392.200341,30.523,-1384.926168198,-1393.144653571,-1401.442205078,-1283.516948744
gdb_40393,C1OC1C12CC1N1CC21,4.40345,1.17597,1.10427,2.2551,75.31,-0.2222,0.0598,0.282,1131.3273,0.147757,-401.828371,-401.820937,-401.819993,-401.860482,29.378,-1725.6936756301,-1737.027115679,-1747.103027692,-1602.966092919
gdb_121876,CCCCC(O)C(N)=O,3.73708,0.64552,0.58542,3.9466,79.99,-0.258,0.02,0.278,1949.9061,0.192209,-441.532066,-441.520928,-441.519984,-441.569325,39.555,-2029.9075287941,-2042.4702589741,-2054.9181550071,-1883.412415199
gdb_43860,O=C1CC2(C1)NC2C#N,3.68147,1.02986,0.89767,4.3493,71.28,-0.2608,-0.0432,0.2176,1246.2082,0.111407,-416.794321,-416.786284,-416.785339,-416.827708,29.707,-1556.0654427501,-1564.354209131,-1572.65050562,-1453.886897262
gdb_20116,O=C(C1CN1)N1CC1,5.09833,1.3528,1.19916,2.6236,67.83,-0.2539,-0.0085,0.2454,1015.4845,0.131428,-379.890274,-379.882688,-379.881744,-379.922805,27.133,-1519.782244861,-1529.241943036,-1538.132490548,-1412.822708302
gdb_115671,CC(=O)C1OCC1CO,2.34183,1.24417,0.94748,2.5915,71.36,-0.2396,-0.0214,0.2182,1279.8198,0.156567,-460.151231,-460.141284,-460.14034,-460.187505,34.584,-1803.5436971881,-1814.188132355,-1824.857040373,-1676.539013133
gdb_90881,CC1OC2C3CC(O3)C12,3.28414,1.65316,1.4787,2.6479,73.81,-0.2423,0.0804,0.3227,960.8653,0.161146,-422.984302,-422.977331,-422.976387,-423.015361,28.692,-1835.4701000901,-1847.9826295501,-1858.651537568,-1705.4489802721
gdb_57526,CC1(CC1)CC(C)(C)O,2.64216,1.06941,0.99239,1.4237,88.85,-0.254,0.0619,0.3159,1396.2126,0.2259,-389.490322,-389.479399,-389.478455,-389.52558,42.257,-2288.650197291,-2304.014755156,-2318.241639204,-2121.40712612
gdb_59297,CC(C)C1C=CCC1O,2.59106,1.28959,0.97627,1.3455,86.93,-0.2443,0.0181,0.2624,1307.5206,0.20546,-388.307536,-388.297928,-388.296984,-388.341607,37.247,-2174.2929571311,-2188.7055838431,-2201.746475881,-2019.6759945491
gdb_22381,ON=C1CC2(O)C(O)C12,2.84,1.20651,1.01897,1.3743,69.91,-0.2303,0.0128,0.2431,1175.1911,0.121594,-474.934179,-474.925238,-474.924294,-474.967627,33.41,-1519.08006229,-1527.68948577,-1536.579405773,-1410.05037354
gdb_132764,Cc1c(ccnc1F)F,2.34843,1.77346,1.01676,1.862,66.98,-0.2595,-0.0249,0.2345,1054.2895,0.100309,-486.009306,-486.001716,-486.000772,-486.042213,27.723,-1509.779123892,-1517.4598340521,-1525.163762045,-1414.2113857191
gdb_84158,CC1=CC(O)C(=O)CC1,2.63048,1.35728,0.97707,3.3408,78.26,-0.2443,-0.0236,0.2207,1230.2017,0.159022,-423.066927,-423.058179,-423.057235,-423.100309,33.225,-1887.3180312151,-1898.715477182,-1909.3843852,-1758.754614804
gdb_61476,CC(CC(O)C#C)C#C,2.64276,0.88477,0.81983,1.6724,83.83,-0.2585,0.0308,0.2893,1503.7197,0.154941,-385.820574,-385.809925,-385.808981,-385.856443,38.817,-1869.4051593011,-1879.6103381681,-1890.279246186,-1742.6583814451
gdb_68366,CC12CC(C1)NC(=O)N2,2.85609,1.61248,1.2376,4.2771,75.23,-0.2329,0.0557,0.2886,1047.5804,0.161528,-419.248984,-419.241151,-419.240207,-419.280695,31.932,-1840.6853273891,-1852.6563165821,-1863.3252246,-1710.713153273
gdb_36826,C(C#CC1CC1)C1CO1,4.76473,0.61274,0.57624,1.4065,87.08,-0.2306,0.0504,0.281,1950.1512,0.158204,-385.824686,-385.815367,-385.814423,-385.860986,33.226,-1871.985476309,-1883.0252421461,-1893.694150164,-1745.5091548321
gdb_104783,CCC1(CC2NC12)OC,2.32367,1.43012,1.15428,1.6451,81.91,-0.2273,0.0809,0.3082,1199.2494,0.193198,-404.292947,-404.283482,-404.282538,-404.326864,36.012,-2016.5340569861,-2030.1472372321,-2042.595133265,-1868.1978319851
gdb_74176,[NH3+]C1=CC(=O)O[C-]1C=O,2.42407,1.42469,0.90174,13.0488,79.95,-0.1773,-0.0389,0.1384,1188.4085,0.100611,-473.805098,-473.797031,-473.796087,-473.837935,29.277,-1438.4231929751,-1445.8039538331,-1453.5078818261,-1342.3810579981
gdb_51884,C1COCCN1CC=O,4.12424,0.878,0.76813,1.9105,76.86,-0.2323,-0.0287,0.2036,1463.9785,0.17127,-440.280258,-440.271591,-440.270647,-440.314262,32.072,-1872.238362436,-1884.5745618671,-1895.83646589,-1737.071668818
gdb_4273,c1coc(cc1=O)N,4.04688,1.87483,1.28248,5.3859,64.13,-0.2225,-0.0207,0.2017,871.4302,0.097246,-398.649944,-398.643321,-398.642377,-398.680553,25.451,-1381.5865653,-1388.98489641,-1396.096455907,-1293.529482348
gdb_107784,CC1C2C3CC1(CO)C23,2.50235,1.58881,1.26881,1.5709,81.78,-0.2412,0.0663,0.3075,1090.4696,0.182655,-387.036697,-387.028127,-387.027183,-387.069574,33.674,-2004.6816669941,-2017.9685425601,-2029.823442588,-1862.6864204381
gdb_19422,C1OC11C=CC2CC12,4.18043,2.0034,1.62785,1.9209,70.18,-0.2375,0.0028,0.2402,810.4823,0.131718,-346.577786,-346.571504,-346.57056,-346.607913,25.512,-1621.244175071,-1631.5234,-1640.413947512,-1513.392320714
gdb_108395,OCC12CCC1C2C#C,2.31574,1.36626,1.08219,1.2551,81.96,-0.2459,0.0442,0.2901,1191.7866,0.15823,-385.822961,-385.813987,-385.813043,-385.856632,34.19,-1870.9030232841,-1882.159279726,-1892.828187744,-1742.7769806461
gdb_52485,CC#CC#CC1CN1C,5.5406,0.55505,0.52549,1.5798,104.58,-0.2165,-0.0121,0.2043,2116.6001,0.14532,-364.740203,-364.730025,-364.729081,-364.777702,35.071,-1807.0433148811,-1816.6554977431,-1826.731409756,-1687.9527743341
gdb_10885,CC1N2CC1(O)C2C,2.68708,1.95883,1.67367,1.5344,72.23,-0.237,0.0737,0.3106,913.8118,0.164745,-364.989659,-364.981314,-364.98037,-365.021902,31.775,-1730.408778256,-1742.058482841,-1752.728018368,-1603.520183366
gdb_110022,CCC1C(C)COC1=O,2.02552,1.58369,1.00252,4.2972,77.99,-0.2579,0.0139,0.2718,1249.362,0.182853,-424.28512,-424.27578,-424.274836,-424.319403,34.539,-2023.8934825381,-2036.6965486651,-2048.551448693,-1882.5244899641
gdb_119182,OCCC1(CO1)C1CO1,3.44158,0.91269,0.79236,2.3886,71.15,-0.2571,0.0749,0.3321,1447.7014,0.157092,-460.103891,-460.094368,-460.093424,-460.139322,33.944,-1773.8374211281,-1784.747920111,-1795.416828129,-1646.3037469861
gdb_44044,O=C1OC23CN4C2CC134,3.50766,1.7505,1.5207,3.2157,66.57,-0.2474,-0.0385,0.2089,859.4169,0.100657,-436.521648,-436.515327,-436.514383,-436.552192,25.335,-1397.2316196881,-1405.708638769,-1413.412566762,-1300.006630246
gdb_41877,C1OCC2OC=NCC12,3.41132,1.49089,1.09091,0.4863,71.39,-0.2544,0.0165,0.2709,1070.6267,0.151284,-439.091438,-439.084281,-439.083337,-439.123263,27.627,-1754.0947329701,-1765.601365503,-1775.677277516,-1630.931659013
gdb_97414,CN=COC1CN=CO1,5.53547,0.78305,0.73574,2.9492,73.92,-0.2611,0.0096,0.2707,1548.5883,0.135631,-455.153268,-455.144595,-455.143651,-455.187911,30.262,-1644.2894430961,-1653.955591732,-1663.43850774,-1529.272063468
gdb_18825,O=C1OC2C3NC1C23,4.47884,2.32636,1.9375,5.1997,56.01,-0.2388,-0.0009,0.2379,681.6807,0.098015,-398.570261,-398.564911,-398.563967,-398.599601,21.594,-1331.5847656531,-1339.78191572,-1346.893475217,-1242.73137378
gdb_72362,CC12CC=CC1CC2=O,2.33052,1.67375,1.46416,2.5763,80.02,-0.2353,-0.0173,0.218,1017.7858,0.159385,-385.918128,-385.910064,-385.90912,-385.950638,31.483,-1930.6211722871,-1942.4484619191,-1953.117369937,-1801.7665917001
gdb_31186,c1coc(c1C=O)CO,1.94702,1.7251,0.93863,3.5457,70.71,-0.242,-0.0471,0.1949,1171.0867,0.112513,-457.796143,-457.787964,-457.78702,-457.829548,29.337,-1581.408021224,-1589.607681327,-1597.904605325,-1479.344937392
gdb_84671,CC1C=CC2OC3C2C13,2.62332,1.94147,1.53871,1.705,78.54,-0.2199,0.0054,0.2253,943.4914,0.161251,-385.857243,-385.850126,-385.849182,-385.888431,29.385,-1892.415286822,-1904.8368274771,-1915.505735495,-1762.7311393371
gdb_6528,CC1(C)CC1(O)CO,2.731,1.66756,1.42455,1.9339,71.4,-0.2354,0.0535,0.289,1002.7642,0.174727,-386.127471,-386.118083,-386.117139,-386.160731,35.563,-1828.8153671451,-1840.6991325871,-1851.961664119,-1695.9315512691
gdb_7839,CC(O)CC1CC1O,3.6167,1.13378,1.03,1.8851,71.67,-0.2492,0.0749,0.3241,1228.8145,0.175181,-386.122218,-386.11284,-386.111896,-386.156541,34.668,-1825.519062368,-1837.4091029,-1848.671634432,-1693.302288559
gdb_118425,CCCC(CC)C(C)=O,1.96459,0.94101,0.738,2.5596,90.12,-0.2373,-0.0071,0.2301,1717.195,0.225816,-389.528883,-389.517048,-389.516104,-389.566973,41.694,-2312.8475718401,-2327.6398414971,-2341.866725545,-2147.3816061571
gdb_106858,COC12CC1(NC2)C#N,2.16073,1.62037,1.12047,3.6598,75.46,-0.2237,0.0056,0.2293,1114.5958,0.135809,-417.9549,-417.946341,-417.945397,-417.988462,31.529,-1656.4875905471,-1666.225902718,-1675.708818726,-1541.0478973621
gdb_12284,CCC1OC(C)C1C,3.15018,1.44187,1.17712,1.598,78.28,-0.2374,0.0826,0.32,1149.2025,0.198947,-350.204527,-350.195035,-350.194091,-350.239065,34.729,-2013.501933498,-2027.0981710011,-2039.546694543,-1868.305136024
gdb_114663,CCC1OC2CC1C2O,3.44093,1.12436,1.04441,0.7913,78.29,-0.2293,0.0692,0.2985,1256.0479,0.183144,-424.202064,-424.193553,-424.192609,-424.235018,33.504,-1971.7750950341,-1985.098366122,-1996.95326615,-1829.5721429991
gdb_69077,CC12CC1(OC=N2)C=O,2.6939,1.71441,1.27771,1.5973,70.56,-0.2556,-0.0388,0.2169,986.5235,0.123361,-437.899208,-437.89135,-437.890406,-437.931331,29.781,-1633.8112978141,-1643.10094105,-1651.990861053,-1524.206183311
gdb_5693,c1c[nH]c2c1CCN2,4.68054,2.03936,1.45986,1.5286,71.09,-0.17,0.0552,0.2252,835.0856,0.134989,-342.808753,-342.802358,-342.801414,-342.839049,25.394,-1605.302936435,-1615.5106253381,-1624.40117285,-1497.196940933
gdb_105719,COC1(CCC=C1)C#C,2.36543,1.44912,1.18882,0.9472,83.72,-0.2481,0.0026,0.2507,1146.2929,0.157607,-385.853443,-385.84429,-385.843346,-385.887296,34.371,-1890.0307526221,-1901.1746849531,-1911.843592971,-1762.0189166221
gdb_22236,CCCC(=NO)C(C)C,2.03289,0.9818,0.75779,0.473,88.74,-0.2386,0.0205,0.2591,1656.6481,0.21449,-405.525466,-405.514037,-405.513093,-405.562302,41.581,-2162.099202243,-2176.257060301,-2189.8909483441,-2002.223714241
gdb_5933,CC#CC(C)(C)CO,3.65689,1.02646,0.98119,1.4674,80.07,-0.242,0.0582,0.3002,1319.8572,0.17333,-348.985338,-348.974576,-348.973632,-349.022382,37.287,-1876.3014832111,-1887.3236787961,-1898.586210328,-1746.0481850631
gdb_113588,OCC1CC11CCCC1,3.86768,0.89931,0.82383,1.4393,86.16,-0.2567,0.0766,0.3333,1487.3764,0.206864,-388.288179,-388.278843,-388.277899,-388.323152,35.441,-2162.1462654181,-2176.7295745781,-2189.770466616,-2008.095315954
gdb_31867,c1c(cnc(n1)CO)N,4.78815,0.99996,0.88621,2.598,77.06,-0.2247,-0.031,0.1937,1291.7954,0.125722,-434.107777,-434.099312,-434.098368,-434.141909,30.835,-1603.815112596,-1612.72323036,-1621.613150363,-1495.110473508
gdb_34328,N#CC12COC1=NCC2,2.35558,1.87391,1.34341,3.8772,69.94,-0.2729,-0.0156,0.2573,959.7327,0.11444,-416.790965,-416.783803,-416.782859,-416.822631,27.199,-1553.9595225461,-1562.797359302,-1571.0942833,-1450.701034069
gdb_83473,OC1C2NCC12OC=N,3.34254,1.10077,0.96113,2.0817,70.71,-0.2394,0.0179,0.2572,1237.9008,0.135796,-455.074302,-455.065919,-455.064975,-455.107813,31.195,-1594.737567402,-1604.585693648,-1614.068609656,-1479.009847586
gdb_43847,C1CC12CC(=O)C(=O)O2,3.22803,1.35717,1.04181,5.2672,67.15,-0.2561,-0.084,0.1722,1108.2837,0.111611,-457.798038,-457.79035,-457.789406,-457.83208,28.62,-1582.5971507791,-1591.104917801,-1599.401841799,-1480.9337901801
gdb_118129,CCOC(C)C1OC1C,2.56161,1.01382,0.84766,1.8387,82.79,-0.2506,0.0793,0.3299,1493.3344,0.202532,-425.403762,-425.392824,-425.39188,-425.440598,38.952,-2097.999785402,-2111.5771976351,-2124.618089673,-1944.8618615331
gdb_41030,C1CC23C4CC2(CN13)O4,3.39434,1.78611,1.51766,1.0627,76.46,-0.2144,0.0325,0.2469,912.9253,0.147721,-401.756372,-401.74956,-401.748616,-401.787069,28.62,-1680.5136551391,-1692.2374057861,-1702.313317799,-1556.8987747021
gdb_129933,c1c(c(n[nH]1)N2CC2)N,2.93014,1.47361,1.04586,1.508,76.28,-0.1863,0.0325,0.2188,1127.2012,0.138343,-414.167307,-414.159032,-414.158088,-414.20098,30.987,-1628.899784871,-1638.815682089,-1648.298598097,-1513.169555019
gdb_128597,COc1cnn[nH]c1=O,2.75458,1.56913,1.0061,2.8211,69.12,-0.2468,-0.0635,0.1833,1096.5884,0.102024,-469.99756,-469.990008,-469.989064,-470.029849,27.608,-1398.319720294,-1406.023020778,-1413.726948771,-1301.5735202191
gdb_23295,ON=C1C2CC(O)C1N2,2.675,1.38918,1.19398,1.7049,72.05,-0.2395,0.005,0.2445,1080.7282,0.137141,-455.057909,-455.050049,-455.049105,-455.090283,30.696,-1584.450812365,-1594.6271258181,-1604.110041826,-1468.009614816
gdb_99889,CCC(C)(C#C)C1CC1,2.17594,1.27977,1.0134,0.5503,91.21,-0.2553,0.061,0.3163,1331.0143,0.203073,-351.11274,-351.102163,-351.101219,-351.148075,40.097,-2188.73256673,-2202.5377647301,-2215.578656768,-2035.1647991961
gdb_113781,CC1(CO1)C1OC1CO,3.08751,0.99094,0.96359,1.1621,71.01,-0.2675,0.0639,0.3314,1313.2921,0.15646,-460.11065,-460.101084,-460.10014,-460.14617,34.589,-1778.0787544591,-1788.9622705551,-1799.6311785731,-1650.6009286181
gdb_42754,O=C1C2CC1(CC#C)O2,2.87986,1.35593,1.13018,2.8799,71.36,-0.2554,-0.012,0.2433,1091.3383,0.109758,-420.53097,-420.522781,-420.521837,-420.564275,30.345,-1551.6854299301,-1559.879442452,-1568.17636645,-1449.81561887
gdb_18792,CC1C2OC3CN1C23,3.48287,2.43653,2.16109,0.4991,66.69,-0.2103,0.0692,0.2794,729.5967,0.143782,-363.788425,-363.782182,-363.781237,-363.818438,25.28,-1604.4752520641,-1615.666875079,-1625.149791087,-1489.558273876
gdb_107999,CCC12CC3C1C1C2N31,3.50417,1.46462,1.3443,1.9585,80.83,-0.2224,0.0731,0.2954,1043.2926,0.172156,-365.930356,-365.922968,-365.922023,-365.962123,30.017,-1926.0234138441,-1939.1634523041,-1950.424728818,-1789.9650299371
gdb_52119,O=CNCC12CCC1O2,4.1425,0.91211,0.83298,2.3983,73.71,-0.2517,0.0277,0.2795,1388.2084,0.147396,-439.073105,-439.064459,-439.063514,-439.108028,31.334,-1742.590610473,-1753.1628821051,-1763.238166609,-1621.371559398
gdb_31115,CC1=C(C[NH3+])C([O-])=CO1,2.342,1.54211,0.96604,3.8633,76.03,-0.1888,0.0284,0.2172,1205.5501,0.148553,-439.113465,-439.104657,-439.103712,-439.146919,33.012,-1767.9168737131,-1778.3874888871,-1788.462773391,-1645.7760119171
gdb_114426,OCC1OC2C1OC2=O,3.30022,1.17106,1.15517,3.3794,60.83,-0.2689,-0.0233,0.2456,1096.3878,0.112451,-494.880854,-494.873205,-494.872261,-494.913629,28.092,-1497.8890833601,-1506.420695724,-1514.717619722,-1395.1746451861
gdb_103909,COC1(C)CC1OC=N,2.54191,1.11582,0.96164,4.2255,78.36,-0.2486,0.0311,0.2797,1336.9511,0.167746,-440.251824,-440.241622,-440.240677,-440.287381,36.322,-1854.3957715301,-1865.7687446461,-1877.03002116,-1720.2035993891
gdb_104350,OCC1(O)COC=NC1,3.27588,1.26409,1.12268,4.1378,68.05,-0.2438,0.0306,0.2744,1116.0564,0.148094,-476.222753,-476.214124,-476.21318,-476.255816,32.505,-1699.8202245421,-1710.4025363181,-1720.4784483311,-1577.177983055
gdb_54432,[NH3+]C12CC1(NC2)C([O-])=O,2.49958,1.62545,1.2198,5.9626,69.54,-0.2263,0.0106,0.2368,1038.2185,0.137306,-455.127312,-455.11926,-455.118316,-455.159778,31.291,-1628.0018194921,-1638.0576512171,-1647.5405672251,-1511.6183527711
gdb_73602,CC12OCCC1C2C#N,2.33319,1.63404,1.32884,4.4687,76.25,-0.2462,0.0271,0.2733,1044.8252,0.148364,-401.961415,-401.953141,-401.952197,-401.994156,31.219,-1809.1799830261,-1819.9863155151,-1830.062227528,-1686.847730985
gdb_4568,Cc1cnc(nc1)C,5.7343,1.52051,1.21995,2.0337,74.17,-0.2398,-0.0329,0.2069,991.6866,0.131169,-342.855663,-342.847735,-342.846791,-342.891086,27.435,-1634.739383625,-1643.985101231,-1652.875648743,-1529.850626766
gdb_93221,CC1CC(O)C(=O)CN1,2.68693,1.30242,0.9487,2.2831,75.69,-0.2258,-0.0292,0.1966,1255.3348,0.171771,-440.310645,-440.301856,-440.300912,-440.343898,33.91,-1891.3064784191,-1903.566121752,-1914.828025775,-1755.6685255421
gdb_84795,CC1C=CCN1C(C)=O,2.55273,1.49003,1.02597,3.5755,81.4,-0.23,0.0109,0.2409,1198.4277,0.170632,-403.198891,-403.18972,-403.188776,-403.232772,34.012,-1957.855690396,-1969.8762528001,-1981.138156823,-1822.8678368431
gdb_73064,CC12OCC1C2OC=O,2.87799,1.23646,1.13506,4.8614,69.46,-0.2522,0.0102,0.2625,1142.1382,0.134176,-458.93879,-458.930301,-458.929357,-458.972209,30.929,-1670.5776776331,-1680.359915434,-1689.842831442,-1555.1524171551
gdb_12665,CC1C(O)COC1=O,2.69988,2.30696,1.48628,5.0341,60.39,-0.2631,0.0156,0.2788,861.3009,0.130539,-420.922772,-420.915047,-420.914103,-420.954762,28.398,-1564.3742894191,-1573.746763843,-1582.637311355,-1457.179436985
gdb_74923,CC1=CC2OC3C1C23C,2.83851,1.52464,1.33994,1.8101,80.65,-0.2194,0.0086,0.228,1063.2995,0.1589,-385.858531,-385.850548,-385.849604,-385.8906,31.627,-1893.2235184141,-1905.1016362751,-1915.770544293,-1764.0922063581
gdb_50581,O=CC1CN2CC2CN1,3.30497,1.23733,1.06884,1.6482,76.77,-0.2143,-0.0262,0.1881,1159.9269,0.160891,-419.176266,-419.168207,-419.167263,-419.209271,30.78,-1795.054127927,-1806.8833000861,-1817.552208104,-1665.893950457
gdb_124295,CC(=O)c1c(non1)O,2.79954,1.51904,0.99072,0.1632,61.83,-0.2717,-0.0809,0.1908,1096.081,0.087615,-489.858761,-489.850749,-489.849804,-489.892166,28.289,-1323.4930370981,-1330.019130698,-1337.1294351771,-1234.1847012
