mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_127104,CN(C)c1c[nH]nc1O,2.67195,1.33311,1.08204,4.0221,74.37,-0.2155,0.0255,0.2411,1173.6211,0.148417,-435.266035,-435.25707,-435.256126,-435.300308,33.051,-1702.780812004,-1713.152280756,-1723.228192769,-1580.793689913
gdb_25312,C#Cc1ccoc1C=O,2.31396,1.59724,0.94497,3.9183,79.01,-0.2465,-0.0737,0.1728,1137.268,0.088447,-419.43516,-419.427529,-419.426585,-419.467565,28.004,-1491.9064125541,-1498.6734696101,-1505.784401598,-1402.842805166
gdb_31826,Cc1cnc(cn1)NC,4.95359,1.01599,0.85316,1.891,86.74,-0.2053,-0.0312,0.1741,1364.8445,0.148746,-398.188689,-398.179784,-398.17884,-398.222769,32.101,-1790.921353653,-1801.331100454,-1811.407012467,-1669.069145997
gdb_129479,c1ncn(n1)CC(=O)N,4.50771,1.05054,0.92576,1.1358,66.98,-0.2544,-0.01,0.2444,1207.6429,0.115316,-450.181692,-450.17386,-450.172916,-450.21532,28.174,-1501.593268987,-1510.009419695,-1518.306343693,-1398.94973933
gdb_42259,O=C(C#N)C1NC1C#N,3.10939,1.10704,0.97451,5.9375,66.4,-0.3065,-0.1113,0.1952,1168.8182,0.07669,-431.652651,-431.644403,-431.643459,-431.686754,28.133,-1318.90469129,-1324.394767531,-1330.912703514,-1236.923777985
gdb_116508,COC1CCOCOC1,2.88377,1.15564,0.91386,1.1845,75.16,-0.2484,0.082,0.3304,1325.1363,0.183149,-461.343535,-461.334372,-461.333428,-461.377954,33.512,-1923.8735680101,-1936.787075721,-1948.6419757491,-1782.333892988
gdb_66383,CC1(COCCN1)C=O,2.36099,1.44654,1.28887,3.5402,75.18,-0.2224,-0.0247,0.1977,1107.5252,0.170833,-440.288326,-440.279451,-440.278506,-440.321702,33.659,-1877.3011050481,-1889.506782607,-1900.768059121,-1741.7403357781
gdb_48436,O=CC1(CCC#N)CN1,3.69516,0.81663,0.73579,3.179,74.27,-0.2775,-0.054,0.2235,1499.0713,0.135216,-418.008883,-417.999783,-417.998839,-418.04373,32.051,-1690.3624088941,-1699.761238696,-1709.244154704,-1575.7290647741
gdb_104544,CC#CCC1(CC1)OC,2.69238,0.90741,0.78663,0.8618,87.58,-0.2364,0.0578,0.2941,1580.974,0.179279,-387.042565,-387.03178,-387.030836,-387.080261,37.805,-2008.3638898061,-2020.2608329371,-2032.115732965,-1869.392609121
gdb_130137,c1(c(n[nH]c(=O)n1)N)N,3.22242,1.47645,1.01622,6.143,69.56,-0.2236,-0.0521,0.1715,1077.5758,0.104161,-466.234212,-466.226634,-466.22569,-466.266111,29.332,-1385.945870323,-1393.632228064,-1401.336156057,-1288.594751572
gdb_36725,N#CCOC1OCC=C1,3.33688,1.20057,0.97554,4.106,70.26,-0.2691,-0.0087,0.2605,1185.4266,0.124136,-437.88704,-437.878807,-437.877863,-437.921191,29.315,-1626.175768302,-1635.230095663,-1644.120015666,-1517.843242051
gdb_121952,OCCCC(O)C1CN1,4.41176,0.59267,0.54909,2.7185,79.41,-0.2463,0.0703,0.3165,2011.9641,0.192727,-441.445442,-441.434684,-441.43374,-441.482459,38.062,-1975.5501891781,-1988.3513727781,-2000.799268811,-1828.903218405
gdb_117671,CCCC(C)(C)C1CC1,2.77573,0.87388,0.80493,0.0867,96.04,-0.2691,0.0811,0.3501,1649.1963,0.250234,-353.555418,-353.544107,-353.543162,-353.59206,42.599,-2465.831756004,-2482.7305733741,-2498.142821923,-2286.3422191891
gdb_60882,CC(C=O)C1(CN1)C=O,2.4059,1.45617,1.05675,1.6342,72.65,-0.2468,-0.0428,0.204,1148.6055,0.145246,-439.077418,-439.068046,-439.067101,-439.111848,33.612,-1745.2970567901,-1755.413756888,-1765.489041392,-1623.768643778
gdb_87006,CN1CC(C1)OCC=O,6.07311,0.61412,0.59814,2.2613,78.0,-0.2212,-0.0303,0.1909,1865.5665,0.167948,-440.249736,-440.239847,-440.238902,-440.286127,34.265,-1853.085532738,-1864.654916171,-1875.916192685,-1719.416703103
gdb_43607,C#CC1(CC(=O)C1)C#C,2.31642,1.36816,1.00397,2.0082,78.03,-0.2507,-0.0328,0.2179,1174.0278,0.108166,-383.421864,-383.412922,-383.411978,-383.457009,33.305,-1619.8962857391,-1627.618411493,-1635.915335491,-1519.437114911
gdb_102834,OCC(OC=N)C1CN1,1.95219,1.33568,0.94553,4.2386,74.02,-0.2455,0.0086,0.2541,1296.5251,0.158516,-456.299557,-456.289836,-456.288891,-456.336102,34.083,-1735.744487283,-1746.530111975,-1757.198392484,-1608.549668001
gdb_27294,CC1=CC(=[NH2+])C([O-])=CO1,3.35166,1.3447,0.96543,5.4096,82.31,-0.1772,-0.0427,0.1346,1171.9491,0.124245,-437.927482,-437.919166,-437.918222,-437.960405,31.309,-1651.5534872801,-1660.5557313941,-1669.445651397,-1542.450379977
gdb_27895,Cc1nc(nc(n1)N)C,1.97004,1.92458,0.98542,1.7327,78.78,-0.2447,-0.0192,0.2255,1186.5089,0.136253,-414.283546,-414.274228,-414.273284,-414.319162,32.547,-1701.840803522,-1711.102208853,-1720.585124861,-1587.329823657
gdb_56435,CC(C#C)C(=O)C1CN1,3.33832,0.9847,0.88214,2.1789,79.62,-0.2549,-0.031,0.2239,1363.7428,0.1456,-401.90379,-401.894185,-401.893241,-401.939044,34.469,-1773.0197769011,-1782.9908949111,-1793.066806924,-1652.2644549771
gdb_50935,O=CCC(C=O)C1CN1,2.96654,0.97281,0.81042,2.2414,72.94,-0.2563,-0.0578,0.1984,1402.7991,0.144787,-439.062072,-439.052361,-439.051417,-439.0988,33.062,-1735.6673036761,-1745.571278223,-1755.647190236,-1615.5809063461
gdb_129726,c1(c(nnoc1=O)O)N,2.46102,1.92445,1.08025,4.9118,64.87,-0.2292,-0.0805,0.1487,988.5821,0.07629,-505.933166,-505.925352,-505.924408,-505.965285,29.041,-1221.578672899,-1227.339833028,-1233.8577690111,-1137.840734394
gdb_65010,CC1(CC1)C(C=O)C#C,1.82394,1.68326,1.00867,2.3302,81.77,-0.2479,-0.0313,0.2166,1215.409,0.155623,-385.852169,-385.842304,-385.841359,-385.887371,36.129,-1889.2313061561,-1899.9284520791,-1910.596732588,-1762.065979797
gdb_97114,CC(=O)N1CCC1=NC,2.69282,1.25875,0.87652,3.4607,82.89,-0.2384,-0.0104,0.228,1325.5073,0.157816,-419.241735,-419.231903,-419.230959,-419.277214,34.204,-1836.136514648,-1846.85311335,-1857.522021368,-1708.528794444
gdb_98441,CC1(CCC1)C(=O)NC,2.89798,1.06739,1.02598,3.3283,83.25,-0.2364,0.038,0.2744,1338.4437,0.193342,-404.377902,-404.367589,-404.366645,-404.413876,37.234,-2069.844084081,-2082.925136695,-2095.373032728,-1922.798645093
gdb_57595,CC(O)(C=O)C1(C)CO1,2.14968,1.49546,1.31484,3.8118,71.08,-0.2492,-0.0291,0.2201,1094.6583,0.15429,-460.148641,-460.138487,-460.137543,-460.183351,37.184,-1801.9184488781,-1812.432989682,-1823.1018977,-1673.9323407471
gdb_122195,CCOCC1(C)CCO1,3.5474,0.79979,0.76676,1.4161,82.91,-0.2422,0.0791,0.3213,1640.798,0.203346,-425.409867,-425.399313,-425.398368,-425.446433,37.639,-2101.8307278471,-2115.649103536,-2128.689368065,-1948.523376548
gdb_125057,Cc1c(nn[nH]1)C(=N)N,2.65842,1.56831,0.99383,1.5659,74.45,-0.2294,-0.0071,0.2223,1135.0232,0.126205,-430.271336,-430.262833,-430.261889,-430.304942,31.162,-1545.574747288,-1554.458392201,-1563.348312204,-1436.1798483
gdb_95656,OC1CCOC(=N)C1O,2.3972,1.58494,1.10902,1.625,69.35,-0.2653,0.0052,0.2705,1101.4212,0.148943,-476.23281,-476.224361,-476.223417,-476.265928,32.286,-1706.1310825551,-1716.826345951,-1726.902257964,-1583.523354063
gdb_109924,CC1CC(C)(O)C1CO,2.18122,1.30689,1.01166,1.3609,81.78,-0.2497,0.0698,0.3195,1305.1356,0.203297,-425.41692,-425.406349,-425.405405,-425.451769,39.961,-2106.2565488241,-2120.06425686,-2133.105148898,-1951.8717645721
gdb_93437,CC1CNC(=N)NC1=O,2.968,1.37675,0.97209,2.0456,75.77,-0.2338,-0.0044,0.2293,1190.604,0.150318,-435.33381,-435.325422,-435.324477,-435.366851,31.916,-1745.310234479,-1756.043775924,-1766.119060428,-1622.5500213
gdb_59087,CC(O)C1C(C)C1C=O,1.8043,1.39939,1.05773,3.0222,80.33,-0.2384,-0.0169,0.2215,1279.9133,0.180217,-424.223042,-424.212819,-424.211874,-424.258863,37.357,-1984.9389788361,-1997.1879545161,-2009.042227035,-1844.5350951041
gdb_28461,Cc1cnc(c(n1)O)N,3.16312,1.42011,0.98675,1.3148,78.61,-0.2034,-0.0241,0.1792,1156.2773,0.12575,-434.143285,-434.135114,-434.134169,-434.175788,31.337,-1626.096702168,-1635.189307578,-1644.078600072,-1516.369850919
gdb_58673,CN(C)C1(CC1O)C#N,1.87233,1.5984,1.2156,3.355,76.87,-0.2486,0.0214,0.2701,1138.7025,0.15773,-419.187524,-419.17791,-419.176966,-419.221527,35.714,-1802.118624249,-1812.9720199131,-1823.640927931,-1673.584700761
gdb_57475,CC(C)(O)C1NCC1=O,2.48272,1.41099,1.1155,3.7247,75.64,-0.246,-0.0287,0.2173,1170.4904,0.168589,-440.285783,-440.276209,-440.275265,-440.319878,36.261,-1875.705349661,-1887.472398429,-1898.734302452,-1740.595759362
gdb_131617,OCC(O)C1=NON=C1,4.19003,0.96636,0.85416,1.1207,62.94,-0.2734,-0.059,0.2145,1289.2079,0.112186,-491.027973,-491.019731,-491.018787,-491.061832,29.503,-1429.332470092,-1437.49134211,-1445.788266108,-1326.9380615081
gdb_29890,CN1C=CC(=O)NC1=N,3.28007,1.41929,0.99677,3.251,76.55,-0.2236,-0.0294,0.1942,1130.5254,0.126903,-434.138542,-434.130593,-434.129649,-434.171178,29.819,-1623.120426981,-1632.352339389,-1641.242259392,-1513.477034429
gdb_124779,CC(O)C1=NC(C)=NN1,3.88898,1.05826,0.86161,1.9414,74.15,-0.2476,0.0151,0.2626,1345.0961,0.148104,-435.307358,-435.298196,-435.297252,-435.341696,33.112,-1728.7113664111,-1738.9592158901,-1749.035127903,-1606.765032405
gdb_113906,COC1CC1OC(C)=O,2.78896,1.03232,0.92019,2.3798,73.43,-0.2506,0.02,0.2706,1380.3332,0.155726,-460.165657,-460.155537,-460.154593,-460.202226,34.918,-1812.5961420221,-1823.1320181321,-1833.80092615,-1685.7765731221
gdb_130455,[NH3+]CCC1=NOC([O-])=N1,3.36076,1.11718,0.87045,7.7775,67.13,-0.2418,0.0063,0.2481,1279.2796,0.126168,-471.22915,-471.221074,-471.22013,-471.262265,29.842,-1543.3019096901,-1552.453500946,-1561.3434209491,-1433.7030702771
gdb_85609,CC1NC(=O)CCC=C1,2.18747,1.59128,1.00643,3.7237,81.31,-0.2352,0.0093,0.2445,1213.8591,0.172566,-403.196091,-403.187422,-403.186478,-403.2296,33.282,-1956.098665196,-1968.4342371181,-1979.696141141,-1820.877378295
gdb_100546,CC(CO)C(=O)N1CC1,2.87577,0.96801,0.87731,2.1897,77.09,-0.2458,0.002,0.2478,1419.1863,0.168983,-440.27879,-440.268497,-440.267553,-440.315597,35.948,-1871.3171792241,-1882.633049021,-1893.8949530441,-1737.909393333
gdb_105021,OCC1(CN1)C(O)C#C,1.97938,1.726,1.06863,1.3876,73.26,-0.2624,0.0272,0.2896,1137.8805,0.146114,-439.010337,-439.001036,-439.000091,-439.044308,35.14,-1703.203125561,-1713.364378798,-1723.439663302,-1581.3866859181
gdb_48105,O=CC(=O)C1NC1C#N,3.01163,1.11311,0.98256,4.6195,65.12,-0.2666,-0.1152,0.1514,1179.9808,0.087542,-452.731293,-452.722855,-452.721911,-452.765605,28.837,-1380.181572649,-1386.440974924,-1393.551906912,-1291.698411086
gdb_115131,COC1CCC(=O)C1=O,2.46048,1.46131,1.10779,3.8681,69.78,-0.2271,-0.0917,0.1354,1128.1034,0.134574,-458.984024,-458.975258,-458.974314,-459.017992,31.462,-1698.9624197391,-1708.570837547,-1718.053753555,-1583.881661702
gdb_121069,COCC1OCC(=N)O1,2.71244,1.21391,1.08284,3.2061,69.88,-0.2642,0.0284,0.2926,1208.8573,0.147188,-476.220893,-476.212015,-476.211071,-476.255431,31.407,-1698.6530578021,-1709.079119837,-1719.15503185,-1576.93639209
gdb_84309,CC1C=CC(=O)N1C=O,2.35149,1.71849,1.06314,6.5874,73.17,-0.2477,-0.0555,0.1922,1095.5606,0.124173,-437.95297,-437.94478,-437.943836,-437.985942,29.91,-1667.5474366721,-1676.62874692,-1685.518666923,-1558.4750773101
gdb_103715,CCC1(O)CC1(O)C#N,2.96306,1.16279,0.98072,3.7112,74.03,-0.2662,0.0156,0.2818,1247.0068,0.144462,-439.080669,-439.070751,-439.069807,-439.115132,36.477,-1747.3370885491,-1757.111168733,-1767.1870807461,-1625.829383334
gdb_32961,c1cc(oc1CCO)N,4.11374,0.83343,0.72514,1.6779,77.13,-0.1797,0.0384,0.218,1538.9734,0.147645,-439.108944,-439.099651,-439.098707,-439.143721,33.687,-1765.0799055241,-1775.2461788331,-1785.322090846,-1643.7692381351
gdb_55328,NC(=O)C1CNC1C#N,2.09301,1.61534,1.15615,5.24,69.31,-0.2522,-0.0016,0.2506,1081.147,0.125872,-434.082962,-434.074545,-434.073601,-434.116399,30.937,-1588.243476761,-1597.181714957,-1606.07163496,-1479.102718918
gdb_55316,CC(=O)C1CCC1C#C,1.87626,1.73521,1.11483,2.4393,81.5,-0.242,-0.0135,0.2284,1162.3869,0.156866,-385.868724,-385.859207,-385.858263,-385.903484,34.834,-1899.619717651,-1910.5352367061,-1921.204144724,-1772.177032314
gdb_59620,CC(O)C1CNC(=O)C1,3.56401,0.97254,0.79335,4.4655,75.44,-0.2371,0.0363,0.2734,1423.3717,0.171209,-440.335744,-440.3264,-440.325455,-440.370116,34.768,-1907.05632681,-1918.967702648,-1930.228979162,-1772.120556504
gdb_86151,CC1OC(C)C(=O)C1O,2.12879,1.70257,1.18863,1.0081,71.05,-0.2591,-0.0386,0.2205,1102.8107,0.157348,-460.188532,-460.179253,-460.178309,-460.222397,34.487,-1826.9504103971,-1838.014021576,-1848.682929594,-1698.4340571611
gdb_84755,OC1C=CNC(=O)C1O,2.07495,1.95901,1.1917,4.6741,67.16,-0.2365,-0.0268,0.2097,1020.8524,0.125253,-475.057612,-475.049429,-475.048485,-475.090314,31.218,-1596.5353806871,-1605.620455989,-1614.510375992,-1487.037570223
gdb_131710,C(c1nc(no1)C=O)O,6.57742,0.86081,0.78239,3.3961,61.96,-0.2795,-0.0885,0.191,1355.8007,0.088224,-489.875288,-489.867126,-489.866182,-489.909492,27.58,-1333.8638783411,-1340.295845591,-1347.406777579,-1245.0569221341
gdb_94074,OC1CCC(NC1)C#N,4.32512,0.94298,0.81361,3.9033,76.0,-0.2387,0.025,0.2637,1369.3659,0.161309,-419.223233,-419.214658,-419.213714,-419.256338,32.812,-1824.52634313,-1836.031720645,-1846.700628663,-1695.4289165601
gdb_31333,c1[nH]c(c(n1)CO)C=O,2.0404,1.71908,0.95302,2.1078,71.45,-0.2452,-0.0551,0.1901,1153.0712,0.114168,-453.995109,-453.98706,-453.986116,-454.028251,28.981,-1545.3858670791,-1553.666475843,-1561.963399841,-1442.797558214
gdb_52300,O=COCC1OCC1=O,4.33968,0.85721,0.74949,3.2713,63.88,-0.2761,-0.0536,0.2224,1416.8803,0.109978,-494.905141,-494.89644,-494.895496,-494.940171,29.542,-1513.1293944431,-1521.000867339,-1529.297791337,-1411.829989064
gdb_54653,NC(=O)C1=NCC(=N)N1,4.08142,1.1216,0.88463,2.1903,70.02,-0.2376,-0.0494,0.1882,1231.2265,0.11431,-450.191427,-450.183234,-450.18229,-450.224517,30.29,-1507.702069102,-1515.891689061,-1524.188613059,-1404.720939603
gdb_32914,CCCc1[nH]c(cn1)O,4.50954,0.79487,0.71188,2.5852,79.33,-0.1927,0.0465,0.2392,1613.175,0.159744,-419.25302,-419.243642,-419.242697,-419.288173,34.051,-1843.217953713,-1854.2194415011,-1864.8877220101,-1715.405665575
gdb_32974,CCOc1cccn1C,2.75756,1.29923,0.95962,2.1023,82.97,-0.1906,0.0491,0.2396,1279.3512,0.170706,-403.17521,-403.165738,-403.164794,-403.210433,34.279,-1942.9956497671,-1954.827331962,-1966.089235985,-1808.8499132921
gdb_89037,CN1CC1CCC(N)=O,3.72036,0.71252,0.69992,2.7277,79.97,-0.2215,0.0311,0.2526,1698.8856,0.181148,-420.410768,-420.400315,-420.399371,-420.448118,37.179,-1941.8636235311,-1953.967644632,-1965.82254466,-1802.0590108941
gdb_30928,CC1=C(CN)NC(=N)O1,2.43007,1.31339,0.90539,2.5826,77.74,-0.189,0.0277,0.2167,1290.6624,0.148281,-435.292559,-435.283205,-435.282261,-435.326789,34.181,-1719.42486072,-1729.5522284711,-1739.6281404841,-1597.4107557421
gdb_74130,CC1=CC(=O)CC(=O)C1,1.91723,1.70778,0.95368,4.2401,78.47,-0.2447,-0.0575,0.1872,1207.118,0.135003,-421.892279,-421.883863,-421.882919,-421.925686,31.217,-1778.067459297,-1787.8961327641,-1797.3790487721,-1662.890692383
gdb_113881,CC(=O)CC1NC1CO,3.99445,0.71625,0.65858,1.5465,76.27,-0.2441,-0.0141,0.23,1721.7046,0.168884,-440.273897,-440.263649,-440.262704,-440.310899,36.004,-1868.246777687,-1879.590885389,-1890.852161903,-1734.961356051
gdb_63238,CC1(C=CCCC1=O)C,2.19697,1.64458,1.24438,2.5486,84.16,-0.2342,-0.0113,0.2229,1126.0458,0.182184,-387.13479,-387.12564,-387.124695,-387.168441,35.137,-2066.2359073311,-2079.1588276771,-2091.013100196,-1924.726352741
gdb_131180,OC1=C(OC=N)C=NN1,3.36807,1.44655,1.01194,3.6787,66.65,-0.2034,-0.0104,0.193,1075.9944,0.102879,-470.019606,-470.012282,-470.011338,-470.052365,27.369,-1412.1537837081,-1420.000156244,-1427.704084237,-1315.702512863
gdb_92916,CC1CC(N=CO1)C#C,2.60208,1.37904,1.09483,2.3967,78.29,-0.2492,0.0183,0.2675,1159.3208,0.147683,-401.932603,-401.924082,-401.923138,-401.965752,32.34,-1791.100193718,-1801.7515314841,-1811.827443497,-1669.023965349
gdb_32128,CNc1ncnc(n1)N,4.0029,1.19481,0.92571,2.2964,77.18,-0.2274,-0.0068,0.2207,1223.6641,0.127406,-430.332122,-430.323579,-430.322634,-430.366249,30.534,-1583.718509362,-1592.577053915,-1601.466346409,-1474.650542563
gdb_127734,Cc1c(nnn1C)CO,2.98223,1.28294,0.94728,4.0087,75.34,-0.2398,0.0034,0.2432,1237.649,0.147622,-435.271624,-435.262246,-435.261302,-435.306161,33.038,-1706.287959805,-1716.40026734,-1726.476179353,-1584.46650009
gdb_113162,CC1(OC1CO)C(N)=O,3.10294,0.99924,0.88056,2.0022,68.85,-0.248,0.0156,0.2635,1345.9451,0.145454,-476.236382,-476.226421,-476.225477,-476.271644,35.881,-1708.3725447031,-1718.1190144911,-1728.1949265041,-1587.110195507
gdb_97704,CCC#CC1(CC1)C=O,2.66957,0.85776,0.7142,2.9497,87.91,-0.2386,-0.0164,0.2222,1656.4388,0.156721,-385.869072,-385.859033,-385.858089,-385.907151,35.298,-1899.8380907831,-1910.4260501401,-1921.094958158,-1774.4781078171
gdb_84878,CC1C=CCCC1(C)O,2.06663,1.69623,1.25674,1.3956,86.6,-0.2328,0.0353,0.2681,1148.5333,0.205803,-388.315576,-388.306266,-388.305322,-388.348579,37.447,-2179.3381294911,-2193.9377538851,-2206.978645923,-2024.050987297
gdb_128032,CN=CNc1ncon1,5.19113,0.91396,0.78088,2.8965,73.68,-0.2346,-0.0211,0.2135,1403.9314,0.113225,-450.121627,-450.113474,-450.11253,-450.155146,28.775,-1463.901940902,-1472.116661221,-1480.413585219,-1361.190012764
gdb_29929,Cn1cnc(c1C#C)N,2.10054,1.89565,1.00367,2.3576,83.72,-0.1831,0.0026,0.1857,1134.1563,0.124656,-396.941774,-396.932807,-396.931863,-396.975346,32.904,-1636.322588832,-1644.916324587,-1653.80624459,-1527.522568376
gdb_26541,Cc1c(c(=O)cc[nH]1)O,2.36437,1.84527,1.04317,5.8766,76.98,-0.2024,-0.0175,0.1849,1089.5774,0.125898,-437.962572,-437.954596,-437.953652,-437.99509,30.31,-1673.5727780901,-1682.788375264,-1691.678295267,-1564.215529642
gdb_29013,c1c(c(ncn1)C=O)N,3.24966,1.53768,1.04378,2.5048,75.59,-0.2326,-0.0828,0.1498,1049.5006,0.102632,-432.936438,-432.928817,-432.927872,-432.969361,27.832,-1496.640967959,-1504.301597831,-1512.004898315,-1400.548632262
gdb_127877,CN=C1N=CC=NN1C,2.68567,1.63502,1.02922,1.829,83.78,-0.2107,-0.0709,0.1399,1137.2766,0.136728,-414.189067,-414.180524,-414.17958,-414.222811,30.609,-1642.554380711,-1652.302105517,-1661.785021525,-1526.868703998
gdb_28521,c1cc(nc(c1N)O)O,3.17431,1.40293,0.97403,1.5545,73.63,-0.1863,-0.0063,0.1799,1128.5115,0.114808,-454.024527,-454.016818,-454.015874,-454.056288,30.517,-1563.845926841,-1572.339888665,-1580.636812663,-1460.391028047
gdb_51930,O=COCC#CC1CN1,4.12656,0.60612,0.55704,2.6695,77.52,-0.2512,-0.0044,0.2469,1912.2334,0.123036,-437.838862,-437.82953,-437.828586,-437.875656,31.348,-1595.9436397001,-1604.30833467,-1613.198254673,-1489.269619736
gdb_105665,OCC1(OCC1O)C#N,2.02376,1.45309,1.22715,4.545,65.39,-0.2711,-0.0056,0.2655,1097.657,0.122889,-474.997203,-474.988152,-474.987208,-475.031294,32.443,-1558.6281895061,-1567.168586996,-1576.058506999,-1450.001989043
gdb_112238,CCC1CC(=N)N1C=O,2.3097,1.35079,0.90915,4.9474,79.53,-0.2537,-0.0243,0.2294,1296.4508,0.158911,-419.237578,-419.228359,-419.227415,-419.272058,33.278,-1833.527959735,-1844.6292214541,-1855.2981294721,-1705.2933580401
gdb_43259,O=C1C=CC(=O)C1C#C,2.04703,1.95121,1.07067,2.1123,71.83,-0.2504,-0.1036,0.1468,1047.5468,0.087776,-419.434093,-419.426283,-419.425339,-419.467158,28.5,-1491.2368604511,-1497.891593396,-1505.002525384,-1402.587409003
gdb_25963,CC(=O)Nc1ccco1,4.94663,0.9915,0.8303,2.9133,75.97,-0.1999,-0.0005,0.1995,1337.2015,0.124234,-437.949375,-437.940856,-437.939911,-437.984042,30.482,-1665.291541817,-1674.1664016041,-1683.055694098,-1557.28281021
gdb_22510,CC1(NCC1=NO)C#C,2.42639,1.20198,1.1235,0.84,79.11,-0.2379,-0.0053,0.2326,1194.362,0.133176,-417.902519,-417.893078,-417.892133,-417.936582,34.968,-1623.618041618,-1632.802890851,-1642.28517935,-1508.492730442
gdb_94040,CC1CCC(CC#C)C1,4.62537,0.7875,0.70799,0.7776,91.54,-0.2568,0.058,0.3149,1650.8061,0.20554,-351.147866,-351.138004,-351.13706,-351.183259,37.1,-2210.7744478641,-2225.0283147991,-2238.069206837,-2057.2430758521
gdb_59699,CC(C)C1COC1C=O,2.29303,1.26757,1.00242,3.5752,78.68,-0.242,-0.0322,0.2098,1286.6827,0.180123,-424.215623,-424.205714,-424.20477,-424.251033,35.52,-1980.2834895651,-1992.7295030711,-2004.584403099,-1839.6216996341
gdb_116446,CCC1CCCCC1O,2.43651,1.1998,0.93713,1.5526,88.19,-0.2544,0.0635,0.3178,1393.6873,0.230438,-389.520689,-389.510931,-389.509987,-389.554938,37.952,-2307.7057630941,-2323.8013689441,-2338.028252992,-2139.8295353421
gdb_74195,CC1=CC(=O)OC=NC1,2.44544,1.62746,1.03578,3.4374,73.71,-0.2646,-0.0527,0.212,1119.8886,0.124385,-437.925744,-437.917658,-437.916714,-437.958748,29.66,-1650.4628766381,-1659.6094478221,-1668.4993678251,-1541.4105975641
gdb_64456,CC1(O)CCCCC1=O,2.17494,1.65845,1.22677,1.5302,78.17,-0.23,-0.0163,0.2137,1121.1915,0.182527,-424.271445,-424.262365,-424.261421,-424.304752,35.382,-2015.3122969631,-2028.2785154301,-2040.133415458,-1873.3308556051
gdb_55243,NC(=O)C1CNC(=O)O1,3.22026,1.29849,1.05285,1.2212,61.1,-0.2581,0.0134,0.2715,1099.1774,0.114419,-491.168666,-491.160593,-491.159648,-491.201999,29.566,-1517.618593829,-1525.883514868,-1534.179811357,-1414.894115511
gdb_54879,CC(=O)C1C=CNC1=O,2.5968,1.56156,1.07669,2.7791,70.94,-0.2261,-0.0217,0.2043,1095.3821,0.12342,-437.949995,-437.94152,-437.940576,-437.983635,30.982,-1665.6805973971,-1674.5830675801,-1683.472987583,-1557.027414047
gdb_102587,CCC(CO)C1CCC1,2.05105,1.11948,0.7742,1.3936,89.32,-0.2611,0.0791,0.3402,1560.7557,0.228323,-389.480127,-389.46948,-389.468536,-389.516219,39.248,-2282.252743036,-2297.790493385,-2312.017377433,-2115.533014371
gdb_33374,C1CC(C1)CC#CC#N,5.47016,0.60842,0.56405,5.4634,91.03,-0.2797,-0.0359,0.2438,1897.9522,0.147921,-364.795976,-364.787018,-364.786074,-364.831003,32.157,-1842.041374338,-1852.41911818,-1862.495030193,-1721.399631543
gdb_95419,CC1CCN=C(N1)C#N,3.14591,1.19338,0.96105,5.6327,79.78,-0.2409,-0.031,0.2099,1237.6479,0.149289,-398.162053,-398.153376,-398.152432,-398.195576,32.206,-1774.2070239291,-1784.759842782,-1794.835754795,-1652.0052937601
gdb_53420,CC#CC1CCN=CO1,2.99443,1.01671,0.98326,2.537,80.44,-0.2443,0.0252,0.2694,1328.5067,0.148107,-401.938191,-401.929213,-401.928269,-401.974537,31.714,-1794.6067140101,-1804.9712801631,-1815.047192176,-1674.5366319141
gdb_60534,CC(C1CO1)C(C)(C)O,2.56625,1.17814,1.05302,0.9209,81.27,-0.2623,0.0709,0.3333,1287.5065,0.202683,-425.408954,-425.398409,-425.397464,-425.443901,40.091,-2101.2578121301,-2115.0818354001,-2128.1220999291,-1946.93452376
gdb_97975,CCC#CCOC1CC1,6.50456,0.49139,0.48456,0.8774,90.32,-0.2407,0.0435,0.2842,2359.9087,0.180006,-387.037958,-387.027411,-387.026467,-387.076438,36.72,-2005.4729558431,-2017.519246116,-2029.374146144,-1866.9936422141
gdb_32506,COc1cocc1C#N,2.23467,1.58913,0.93425,4.9883,70.84,-0.2388,-0.0291,0.2097,1169.8798,0.101532,-436.711613,-436.703717,-436.702773,-436.744479,28.432,-1516.4363668731,-1523.925059279,-1531.628987272,-1420.668453329
gdb_103598,CCC1(CC(C1)(C)C)O,2.93307,1.0471,0.93791,1.3382,89.1,-0.2494,0.0678,0.3172,1433.736,0.226212,-389.498733,-389.488007,-389.487063,-389.533681,41.508,-2293.9281754901,-2309.416352628,-2323.643236676,-2126.490576529
gdb_112592,COC1CC(C)(C1)C#C,3.13235,0.96577,0.86512,0.8207,85.77,-0.2456,0.0549,0.3005,1441.1439,0.179598,-387.040999,-387.030954,-387.03001,-387.075942,37.445,-2007.381210712,-2019.742510503,-2031.597410531,-1866.68239775
gdb_93679,CC1(C)CCC(O)C=C1,3.06564,1.09962,1.01818,1.7091,87.55,-0.2423,0.0155,0.2578,1313.91,0.205943,-388.314182,-388.304779,-388.303834,-388.347577,37.435,-2178.4633819451,-2193.0046480021,-2206.044912531,-2023.4222232791
